locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFAJBHHO_01712	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
EFAJBHHO_01713	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
EFAJBHHO_01714	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
EFAJBHHO_01715	CDS	552				hypothetical protein
EFAJBHHO_01716	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
EFAJBHHO_01717	CDS	387	cybC		COG3783	Soluble cytochrome b562
EFAJBHHO_01718	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
EFAJBHHO_01719	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
EFAJBHHO_01720	CDS	96				hypothetical protein
EFAJBHHO_01721	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
EFAJBHHO_01722	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
EFAJBHHO_01723	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
EFAJBHHO_01724	CDS	2697	mgtA	3.6.3.2	COG0474	Magnesium-transporting ATPase, P-type 1
EFAJBHHO_01725	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
EFAJBHHO_01726	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
EFAJBHHO_01727	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
EFAJBHHO_01728	CDS	489	argR_1			Arginine repressor
EFAJBHHO_01729	CDS	1404				hypothetical protein
EFAJBHHO_01730	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
EFAJBHHO_01731	CDS	945	arcC1_2	2.7.2.2		Carbamate kinase 1
EFAJBHHO_01732	CDS	1221	arcA_1	3.5.3.6	COG2235	Arginine deiminase
EFAJBHHO_01733	CDS	453	tabA_2		COG2731	Toxin-antitoxin biofilm protein TabA
EFAJBHHO_01734	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
EFAJBHHO_01735	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
EFAJBHHO_01736	CDS	504				hypothetical protein
EFAJBHHO_01737	CDS	1188	yjgN		COG4269	Inner membrane protein YjgN
EFAJBHHO_01738	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
EFAJBHHO_01739	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
EFAJBHHO_01740	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
EFAJBHHO_01741	CDS	1080	lptF_1		COG0795	Lipopolysaccharide export system permease protein LptF
EFAJBHHO_01742	CDS	1083	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
EFAJBHHO_01743	CDS	1503				hypothetical protein
EFAJBHHO_01744	CDS	999	gntR_2			HTH-type transcriptional regulator GntR
EFAJBHHO_01745	CDS	1320	idnT		COG2610	Gnt-II system L-idonate transporter
EFAJBHHO_01746	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
EFAJBHHO_01747	CDS	684	idnD_1	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
EFAJBHHO_01748	CDS	369	idnD_2	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
EFAJBHHO_01749	CDS	564	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
EFAJBHHO_01750	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
EFAJBHHO_01751	tRNA	85				tRNA-Leu(caa)
EFAJBHHO_01752	CDS	1263	intA_1		COG0582	Prophage integrase IntA
EFAJBHHO_01753	CDS	3516	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
EFAJBHHO_01754	CDS	1500	opgE_2	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
EFAJBHHO_01755	CDS	741	pagN		COG3637	Outer membrane protein PagN
EFAJBHHO_01756	CDS	369				hypothetical protein
EFAJBHHO_01757	CDS	300				hypothetical protein
EFAJBHHO_01758	CDS	501	mprA_1		COG1846	Transcriptional repressor MprA
EFAJBHHO_01759	CDS	1008	papG			Fimbrial adhesin PapG
EFAJBHHO_01760	CDS	504	prsF			Minor fimbrial protein PrsF
EFAJBHHO_01761	CDS	522	papE			Fimbrial protein PapE
EFAJBHHO_01762	CDS	537	papK			Fimbrial adapter PapK
EFAJBHHO_01763	CDS	582				hypothetical protein
EFAJBHHO_01764	CDS	720	papD		COG3121	Chaperone protein PapD
EFAJBHHO_01765	CDS	2520	papC_1		COG3188	Outer membrane usher protein PapC
EFAJBHHO_01766	CDS	501	papH			PAP fimbrial minor pilin protein
EFAJBHHO_01767	CDS	564	papA			Pap fimbrial major pilin protein
EFAJBHHO_01768	CDS	273	papB_1			Major pilu subunit operon regulatory protein PapB
EFAJBHHO_01769	CDS	222				P fimbrial regulatory protein KS71A
EFAJBHHO_01770	CDS	231				hypothetical protein
EFAJBHHO_01771	CDS	369				hypothetical protein
EFAJBHHO_01772	CDS	210				hypothetical protein
EFAJBHHO_01773	CDS	477				hypothetical protein
EFAJBHHO_01774	CDS	207				hypothetical protein
EFAJBHHO_01775	CDS	411				hypothetical protein
EFAJBHHO_01776	CDS	1080				F17d-G fimbrial adhesin
EFAJBHHO_01777	CDS	2535	htrE_1		COG3188	Outer membrane usher protein HtrE
EFAJBHHO_01778	CDS	726	yadV_1			putative fimbrial chaperone YadV
EFAJBHHO_01779	CDS	549	smf-1		COG3539	Major fimbrial subunit SMF-1
EFAJBHHO_01780	CDS	399	yphA_1		COG2259	Inner membrane protein YphA
EFAJBHHO_01781	CDS	1218	hmo	1.1.3.46		4-hydroxymandelate oxidase
EFAJBHHO_01782	CDS	549				hypothetical protein
EFAJBHHO_01783	CDS	642	srpR			HTH-type transcriptional regulator SrpR
EFAJBHHO_01784	CDS	186				hypothetical protein
EFAJBHHO_01785	CDS	525	glmU_2			Bifunctional protein GlmU
EFAJBHHO_01786	CDS	774				hypothetical protein
EFAJBHHO_01787	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
EFAJBHHO_01788	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
EFAJBHHO_01789	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
EFAJBHHO_01790	CDS	540				hypothetical protein
EFAJBHHO_01791	CDS	1092	lacI		COG1609	Lactose operon repressor
EFAJBHHO_01792	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
EFAJBHHO_01793	CDS	1254	lacY			Lactose permease
EFAJBHHO_01794	CDS	621	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
EFAJBHHO_01795	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
EFAJBHHO_01796	CDS	1260	codB_1		COG1457	Cytosine permease
EFAJBHHO_01797	CDS	1887	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EFAJBHHO_01798	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
EFAJBHHO_01799	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
EFAJBHHO_01800	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
EFAJBHHO_01801	CDS	339	prpR_1		COG1221	Propionate catabolism operon regulatory protein
EFAJBHHO_01802	CDS	1230	prpR_2		COG1221	Propionate catabolism operon regulatory protein
EFAJBHHO_01803	CDS	276	bhsA_3			Multiple stress resistance protein BhsA
EFAJBHHO_01804	CDS	633	rhtC_1		COG1280	Threonine efflux protein
EFAJBHHO_01805	tRNA	81				tRNA-Ser(gga)
EFAJBHHO_01806	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
EFAJBHHO_01807	CDS	957	lsrD			Autoinducer 2 import system permease protein LsrD
EFAJBHHO_01808	CDS	972	rbsC_3		COG1172	Ribose import permease protein RbsC
EFAJBHHO_01809	CDS	1485	fruK_2	3.6.3.17	COG1129	Fructose import ATP-binding protein FruK
EFAJBHHO_01810	CDS	987	lsrB			Autoinducer 2-binding protein LsrB
EFAJBHHO_01811	CDS	411				hypothetical protein
EFAJBHHO_01812	CDS	1383	atzC	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
EFAJBHHO_01813	CDS	951	arcC2	2.7.2.2		Carbamate kinase 2
EFAJBHHO_01814	CDS	1419				hypothetical protein
EFAJBHHO_01815	CDS	1548	fdrA_2		COG0074	Protein FdrA
EFAJBHHO_01816	CDS	864				hypothetical protein
EFAJBHHO_01817	CDS	606				hypothetical protein
EFAJBHHO_01818	CDS	498				hypothetical protein
EFAJBHHO_01819	CDS	933	yahB_2			putative HTH-type transcriptional regulator YahB
EFAJBHHO_01820	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
EFAJBHHO_01821	CDS	2034	betT		COG1292	High-affinity choline transport protein
EFAJBHHO_01822	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
EFAJBHHO_01823	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
EFAJBHHO_01824	CDS	1689	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
EFAJBHHO_01825	CDS	228				hypothetical protein
EFAJBHHO_01826	CDS	564	xerD_2		COG4974	Tyrosine recombinase XerD
EFAJBHHO_01827	CDS	795				hypothetical protein
EFAJBHHO_01828	CDS	141				hypothetical protein
EFAJBHHO_01829	CDS	762				hypothetical protein
EFAJBHHO_01830	CDS	2298	tibA			Adhesin/invasin TibA autotransporter
EFAJBHHO_01831	CDS	669				hypothetical protein
EFAJBHHO_01832	CDS	696	lutC		COG1556	Lactate utilization protein C
EFAJBHHO_01833	CDS	1428	lutB		COG1139	Lactate utilization protein B
EFAJBHHO_01834	CDS	720	lutA_1		COG0247	Lactate utilization protein A
EFAJBHHO_01835	CDS	855	rclR_1		COG2207	RCS-specific HTH-type transcriptional activator RclR
EFAJBHHO_01836	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
EFAJBHHO_01837	CDS	594	rclC		COG3059	Inner membrane protein RclC
EFAJBHHO_01838	CDS	870	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
EFAJBHHO_01839	CDS	858	rob_1		COG2207	Right origin-binding protein
EFAJBHHO_01840	CDS	4251				Invasin
EFAJBHHO_01841	CDS	852	yvgN_2	1.1.1.-	COG0656	Glyoxal reductase
EFAJBHHO_01842	CDS	990	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
EFAJBHHO_01843	CDS	894	pgrR_1			HTH-type transcriptional regulator PgrR
EFAJBHHO_01844	CDS	927	pgrR_2			HTH-type transcriptional regulator PgrR
EFAJBHHO_01845	CDS	921	ycjY_1		COG1073	putative protein YcjY
EFAJBHHO_01846	CDS	1143		1.-.-.-		NADH oxidase
EFAJBHHO_01847	CDS	102	ykgR			putative membrane protein YkgR
EFAJBHHO_01848	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
EFAJBHHO_01849	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
EFAJBHHO_01850	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
EFAJBHHO_01851	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
EFAJBHHO_01852	CDS	669	ecpB			putative fimbrial chaperone EcpB
EFAJBHHO_01853	CDS	2526	ecpC			putative outer membrane usher protein EcpC
EFAJBHHO_01854	CDS	1644	ecpD			Fimbria adhesin EcpD
EFAJBHHO_01855	CDS	711	ecpE			putative fimbrial chaperone EcpE
EFAJBHHO_01856	CDS	615	yagU		COG3477	Inner membrane protein YagU
EFAJBHHO_01857	CDS	216				hypothetical protein
EFAJBHHO_01858	CDS	4131	hbp	3.4.21.-		Hemoglobin-binding protease hbp autotransporter
EFAJBHHO_01859	CDS	2115	fusA		COG0480	Elongation factor G
EFAJBHHO_01860	CDS	471	rpsG		COG0049	30S ribosomal protein S7
EFAJBHHO_01861	CDS	375	rpsL		COG0048	30S ribosomal protein S12
EFAJBHHO_01862	CDS	288	tusB		COG2168	Protein TusB
EFAJBHHO_01863	CDS	360	tusC		COG2923	Protein TusC
EFAJBHHO_01864	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
EFAJBHHO_01865	CDS	723	dauR		COG2964	Transcriptional regulator DauR
EFAJBHHO_01866	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
EFAJBHHO_01867	CDS	219	slyX		COG2900	Protein SlyX 
EFAJBHHO_01868	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
EFAJBHHO_01869	CDS	201				hypothetical protein
EFAJBHHO_01870	CDS	1806	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
EFAJBHHO_01871	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
EFAJBHHO_01872	CDS	1914	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
EFAJBHHO_01873	CDS	1023				hypothetical protein
EFAJBHHO_01874	CDS	219				hypothetical protein
EFAJBHHO_01875	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
EFAJBHHO_01876	CDS	405	yhfA		COG1765	Protein YhfA
EFAJBHHO_01877	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
EFAJBHHO_01878	CDS	2091	yccS_1		COG1289	Inner membrane protein YccS
EFAJBHHO_01879	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
EFAJBHHO_01880	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
EFAJBHHO_01881	CDS	603	fic	2.7.7.-	COG2184	putative adenosine monophosphate-protein transferase fic
EFAJBHHO_01882	CDS	168	yhfG			putative protein YhfG
EFAJBHHO_01883	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
EFAJBHHO_01884	CDS	1182	tsgA		COG0477	Protein TsgA
EFAJBHHO_01885	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
EFAJBHHO_01886	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
EFAJBHHO_01887	CDS	807	nirC		COG2116	Nitrite transporter NirC
EFAJBHHO_01888	CDS	1374	cysG		COG0007	Siroheme synthase
EFAJBHHO_01889	CDS	168				hypothetical protein
EFAJBHHO_01890	CDS	1086	yhfS			putative protein YhfS
EFAJBHHO_01891	CDS	1305				hypothetical protein
EFAJBHHO_01892	CDS	354				hypothetical protein
EFAJBHHO_01893	CDS	879	php_1		COG1735	Phosphotriesterase homology protein
EFAJBHHO_01894	CDS	1227	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
EFAJBHHO_01895	CDS	1164	yhfX		COG3457	putative protein YhfX
EFAJBHHO_01896	CDS	363				hypothetical protein
EFAJBHHO_01897	CDS	906				hypothetical protein
EFAJBHHO_01898	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
EFAJBHHO_01899	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
EFAJBHHO_01900	CDS	678	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
EFAJBHHO_01901	CDS	837	dam_2	2.1.1.72	COG0338	DNA adenine methylase
EFAJBHHO_01902	CDS	1287	damX		COG3266	Cell division protein DamX
EFAJBHHO_01903	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
EFAJBHHO_01904	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
EFAJBHHO_01905	CDS	1209	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
EFAJBHHO_01906	CDS	405				hypothetical protein
EFAJBHHO_01907	CDS	441				hypothetical protein
EFAJBHHO_01908	CDS	540				hypothetical protein
EFAJBHHO_01909	CDS	780				hypothetical protein
EFAJBHHO_01910	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
EFAJBHHO_01911	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
EFAJBHHO_01912	CDS	2124	yrfF			Putative membrane protein IgaA 
EFAJBHHO_01913	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
EFAJBHHO_01914	CDS	402	hslR		COG1188	Heat shock protein 15
EFAJBHHO_01915	CDS	879	hslO		COG1281	33 kDa chaperonin
EFAJBHHO_01916	CDS	1725				hypothetical protein
EFAJBHHO_01917	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
EFAJBHHO_01918	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
EFAJBHHO_01919	CDS	720	ompR			Transcriptional regulatory protein OmpR
EFAJBHHO_01920	CDS	477	greB		COG0782	Transcription elongation factor GreB
EFAJBHHO_01921	CDS	2322	yhgF		COG2183	Protein YhgF
EFAJBHHO_01922	CDS	228	feoA		COG1918	Fe(2+) transport protein A
EFAJBHHO_01923	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
EFAJBHHO_01924	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
EFAJBHHO_01925	CDS	894	rpnA_1	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
EFAJBHHO_01926	CDS	99				hypothetical protein
EFAJBHHO_01927	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
EFAJBHHO_01928	CDS	684	pyrE_2	2.4.2.10		Orotate phosphoribosyltransferase
EFAJBHHO_01929	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
EFAJBHHO_01930	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
EFAJBHHO_01931	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
EFAJBHHO_01932	CDS	2394	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
EFAJBHHO_01933	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
EFAJBHHO_01934	CDS	1017	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
EFAJBHHO_01935	CDS	1227	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
EFAJBHHO_01936	CDS	1599	glrR_1		COG2204	Transcriptional regulatory protein GlrR
EFAJBHHO_01937	CDS	759	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
EFAJBHHO_01938	CDS	825	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
EFAJBHHO_01939	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
EFAJBHHO_01940	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
EFAJBHHO_01941	CDS	606				hypothetical protein
EFAJBHHO_01942	CDS	768				hypothetical protein
EFAJBHHO_01943	CDS	711				hypothetical protein
EFAJBHHO_01944	CDS	423	sfmH			putative fimbrial-like protein SfmH
EFAJBHHO_01945	CDS	366				hypothetical protein
EFAJBHHO_01946	CDS	1170				hypothetical protein
EFAJBHHO_01947	CDS	741	xerD_3			Tyrosine recombinase XerD
EFAJBHHO_01948	CDS	120				hypothetical protein
EFAJBHHO_01949	CDS	474	repB_1			RepFIB replication protein A
EFAJBHHO_01950	CDS	438	repB_2			RepFIB replication protein A
EFAJBHHO_01951	CDS	321				hypothetical protein
EFAJBHHO_01952	CDS	642				hypothetical protein
EFAJBHHO_01953	CDS	168				hypothetical protein
EFAJBHHO_01954	CDS	219	ccdA_1		COG5302	Antitoxin CcdA
EFAJBHHO_01955	CDS	306	ccdB			Toxin CcdB
EFAJBHHO_01956	CDS	810	xerD_4		COG4974	Tyrosine recombinase XerD
EFAJBHHO_01957	CDS	276				hypothetical protein
EFAJBHHO_01958	CDS	645	srp54			Signal recognition particle 54 kDa protein
EFAJBHHO_01959	CDS	972	parM			Plasmid segregation protein ParM
EFAJBHHO_01960	CDS	393	stbB			Protein StbB
EFAJBHHO_01961	CDS	234	umuC_2		COG0389	Protein UmuC
EFAJBHHO_01962	CDS	999	umuC_3		COG0389	Protein UmuC
EFAJBHHO_01963	CDS	438	umuD_2	3.4.21.-	COG1974	Protein UmuD
EFAJBHHO_01964	CDS	249				hypothetical protein
EFAJBHHO_01965	CDS	855				hypothetical protein
EFAJBHHO_01966	CDS	798				Insertion sequence IS5376 putative ATP-binding protein
EFAJBHHO_01967	CDS	1173				hypothetical protein
EFAJBHHO_01968	CDS	204				hypothetical protein
EFAJBHHO_01969	CDS	684	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
EFAJBHHO_01970	CDS	222				hypothetical protein
EFAJBHHO_01971	CDS	435				hypothetical protein
EFAJBHHO_01972	CDS	777				hypothetical protein
EFAJBHHO_01973	CDS	426	klcA_2			Antirestriction protein KlcA
EFAJBHHO_01974	CDS	495				hypothetical protein
EFAJBHHO_01975	CDS	192				hypothetical protein
EFAJBHHO_01976	CDS	567				hypothetical protein
EFAJBHHO_01977	CDS	231				hypothetical protein
EFAJBHHO_01978	CDS	1362				hypothetical protein
EFAJBHHO_01979	CDS	564				hypothetical protein
EFAJBHHO_01980	CDS	600	ssb_1			Plasmid-derived single-stranded DNA-binding protein
EFAJBHHO_01981	CDS	234				hypothetical protein
EFAJBHHO_01982	CDS	1959	spo0C		COG1475	Chromosome-partitioning protein Spo0J
EFAJBHHO_01983	CDS	435	psiB			Protein PsiB
EFAJBHHO_01984	CDS	720				hypothetical protein
EFAJBHHO_01985	CDS	315				hypothetical protein
EFAJBHHO_01986	CDS	216	flmC			Protein FlmC
EFAJBHHO_01987	CDS	324				hypothetical protein
EFAJBHHO_01988	CDS	243				hypothetical protein
EFAJBHHO_01989	CDS	288				hypothetical protein
EFAJBHHO_01990	CDS	822				hypothetical protein
EFAJBHHO_01991	CDS	510				hypothetical protein
EFAJBHHO_01992	CDS	384	traM			Relaxosome protein TraM
EFAJBHHO_01993	CDS	687	traJ			Protein TraJ
EFAJBHHO_01994	CDS	102				hypothetical protein
EFAJBHHO_01995	CDS	366	traA			Pilin
EFAJBHHO_01996	CDS	312				hypothetical protein
EFAJBHHO_01997	CDS	567				hypothetical protein
EFAJBHHO_01998	CDS	729				hypothetical protein
EFAJBHHO_01999	CDS	1428				hypothetical protein
EFAJBHHO_02000	CDS	591				hypothetical protein
EFAJBHHO_02001	CDS	321				hypothetical protein
EFAJBHHO_02002	CDS	252				hypothetical protein
EFAJBHHO_02003	CDS	516	traV			Protein TraV
EFAJBHHO_02004	CDS	222	traR			Protein TraR
EFAJBHHO_02005	CDS	474				hypothetical protein
EFAJBHHO_02006	CDS	219				hypothetical protein
EFAJBHHO_02007	CDS	348				hypothetical protein
EFAJBHHO_02008	CDS	2526	traC			Protein TraC
EFAJBHHO_02009	CDS	387				hypothetical protein
EFAJBHHO_02010	CDS	633				hypothetical protein
EFAJBHHO_02011	CDS	1002				hypothetical protein
EFAJBHHO_02012	CDS	705				hypothetical protein
EFAJBHHO_02013	CDS	675				hypothetical protein
EFAJBHHO_02014	CDS	648				hypothetical protein
EFAJBHHO_02015	CDS	1851				hypothetical protein
EFAJBHHO_02016	CDS	261				hypothetical protein
EFAJBHHO_02017	CDS	744				hypothetical protein
EFAJBHHO_02018	CDS	342				hypothetical protein
EFAJBHHO_02019	CDS	285	traQ			Protein TraQ
EFAJBHHO_02020	CDS	546				hypothetical protein
EFAJBHHO_02021	CDS	393				hypothetical protein
EFAJBHHO_02022	CDS	1374				hypothetical protein
EFAJBHHO_02023	CDS	2823				hypothetical protein
EFAJBHHO_02024	CDS	498				hypothetical protein
EFAJBHHO_02025	CDS	777	ylpA			Lipoprotein YlpA
EFAJBHHO_02026	CDS	666				hypothetical protein
EFAJBHHO_02027	CDS	2280	traD			Coupling protein TraD
EFAJBHHO_02028	CDS	5271	traI			Multifunctional conjugation protein TraI
EFAJBHHO_02029	CDS	1362	finO			Fertility inhibition protein
EFAJBHHO_02030	CDS	462	nuc	3.1.31.1		Thermonuclease
EFAJBHHO_02031	CDS	210	hha_2			Hemolysin expression-modulating protein Hha
EFAJBHHO_02032	CDS	591				hypothetical protein
EFAJBHHO_02033	CDS	858				hypothetical protein
EFAJBHHO_02034	CDS	654				hypothetical protein
EFAJBHHO_02035	CDS	258	pemI			Antitoxin PemI
EFAJBHHO_02036	CDS	333	pemK	3.1.-.-		Endoribonuclease PemK
EFAJBHHO_02037	CDS	705				hypothetical protein
EFAJBHHO_02038	CDS	159				hypothetical protein
EFAJBHHO_02039	CDS	507	stoA		COG0526	Sporulation thiol-disulfide oxidoreductase A
EFAJBHHO_02040	CDS	762	nqrC	1.6.5.8	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
EFAJBHHO_02041	CDS	1941	efeU_1		COG0672	Ferrous iron permease EfeU
EFAJBHHO_02042	CDS	528	tpd		COG3470	34 kDa membrane antigen
EFAJBHHO_02043	CDS	1380				hypothetical protein
EFAJBHHO_02044	CDS	1284	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
EFAJBHHO_02045	CDS	1131	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
EFAJBHHO_02046	CDS	696	lolD_3	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
EFAJBHHO_02047	CDS	486	resA		COG0526	Thiol-disulfide oxidoreductase ResA
EFAJBHHO_02048	CDS	486				hypothetical protein
EFAJBHHO_02049	CDS	450	agp_1	3.1.3.10		Glucose-1-phosphatase
EFAJBHHO_02050	CDS	321	agp_2	3.1.3.10		Glucose-1-phosphatase
EFAJBHHO_02051	CDS	327	ltrA_1		COG3344	Group II intron-encoded protein LtrA
EFAJBHHO_02052	CDS	222				hypothetical protein
EFAJBHHO_02053	CDS	369	cbeA_2			Cytoskeleton bundling-enhancing antitoxin CbeA
EFAJBHHO_02054	CDS	375	cbtA_2			Cytoskeleton-binding toxin CbtA
EFAJBHHO_02055	CDS	195				hypothetical protein
EFAJBHHO_02056	CDS	330				hypothetical protein
EFAJBHHO_02057	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
EFAJBHHO_02058	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
EFAJBHHO_02059	CDS	966	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
EFAJBHHO_02060	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
EFAJBHHO_02061	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
EFAJBHHO_02062	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
EFAJBHHO_02063	CDS	825	yeeZ		COG0451	Protein YeeZ
EFAJBHHO_02064	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
EFAJBHHO_02065	CDS	252	yefM		COG2161	Antitoxin YefM
EFAJBHHO_02066	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
EFAJBHHO_02067	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
EFAJBHHO_02068	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
